名称,発生場所,発生年月日,当事者種別,事故内容,事故類型,所轄警察署,経度,緯度
歩行者事故,米子市西福原五丁目,2015/3/30,普通乗用×歩行者,軽傷事故,人対車両,米子署,133.3423217,35.44416387
歩行者事故,境港市湊町,2015/2/6,自転車×歩行者,軽傷事故,人対車両,境港署,133.2301242,35.53993432
歩行者事故,境港市日ノ出町,2015/3/7,普通乗用×軽貨物×歩行者,重傷事故,車両相互,境港署,133.2306115,35.54441962
歩行者事故,境港市明治町,2015/3/24,普通乗用×歩行者,重傷事故,人対車両,境港署,133.2271413,35.54349136
全事故,鳥取市気高町八束水,2014/5/20,普通乗用×軽乗用,軽傷事故,車両相互,浜村署,134.027968,35.51831137
全事故,米子市観音寺新町三丁目,2014/11/11,普通乗用×普通乗用,軽傷事故,車両相互,米子署,133.3601761,35.42659782
全事故,米子市彦名町,2014/12/8,普通乗用×普通乗用,重傷事故,車両相互,米子署,133.2945478,35.44517346
全事故,米子市上福原,2015/2/3,普通乗用×自転車,軽傷事故,車両相互,米子署,133.3611667,35.44063212
全事故,米子市淀江町佐陀,2015/2/19,普通乗用×普通乗用×軽乗用,重傷事故,車両相互,米子署,133.3915172,35.44412283
全事故,東伯郡湯梨浜町大字石脇,2015/3/9,普通貨物×物件等,軽傷事故,車両単独,倉吉署,133.9562085,35.51119531
全事故,鳥取市江津,2015/3/10,普通乗用×普通乗用,軽傷事故,車両相互,鳥取署,134.2113842,35.5206512
全事故,米子市祇園町二丁目,2015/3/20,軽乗用×普通乗用,軽傷事故,車両相互,米子署,133.3249689,35.41813507
全事故,米子市二本木,2015/3/29,普通乗用×軽乗用,軽傷事故,車両相互,米子署,133.3880998,35.43580991
全事故,米子市加茂町二丁目,2015/3/29,軽乗用×普通乗用,軽傷事故,車両相互,米子署,133.32939,35.4275255
全事故,東伯郡琴浦町大字逢束,2015/3/31,普通乗用×物件等,重傷事故,車両単独,八橋署,133.6983378,35.50210226
全事故,米子市日ノ出町一丁目,2015/3/31,軽乗用×普通乗用,重傷事故,車両相互,米子署,133.3396074,35.43772231
全事故,日野郡日南町下石見,2015/3/31,大型貨物×軽乗用,軽傷事故,車両相互,黒坂署,133.3165156,35.14558052
全事故,米子市末広町,2015/4/2,普通乗用×軽貨物,軽傷事故,車両相互,米子署,133.3347503,35.42252296
全事故,鳥取市宮長,2015/4/3,軽乗用×自転車,重傷事故,車両相互,鳥取署,134.225247,35.47511097
全事故,米子市両三柳,2015/4/6,自動二輪×普通乗用,重傷事故,車両相互,米子署,133.3186024,35.45133694
全事故,鳥取市叶,2015/4/8,軽乗用×歩行者,重傷事故,人対車両,鳥取署,134.2177288,35.47780199
全事故,鳥取市戎町,2015/4/8,普通乗用×歩行者,重傷事故,人対車両,鳥取署,134.2313817,35.49789967
全事故,米子市両三柳,2015/4/9,普通乗用×自転車,軽傷事故,車両相互,米子署,133.3236141,35.44848188
全事故,鳥取市永楽温泉町,2015/4/13,軽乗用×自転車,軽傷事故,車両相互,鳥取署,134.2300475,35.49403238
全事故,倉吉市堺町2丁目,2015/4/14,自転車×普通貨物,軽傷事故,車両相互,倉吉署,133.8266526,35.43314778
全事故,米子市淀江町中間,2015/4/16,普通乗用×軽乗用×普通乗用,軽傷事故,車両相互,米子署,133.4026309,35.44782015
全事故,鳥取市西品治,2015/4/21,普通乗用×軽乗用×普通乗用,軽傷事故,車両相互,鳥取署,134.2209329,35.50927225
全事故,鳥取市湖山町北４丁目,2015/4/22,軽貨物×軽乗用,軽傷事故,車両相互,鳥取署,134.1745162,35.52413104
全事故,米子市大篠津,2015/4/22,軽貨物×普通乗用,軽傷事故,車両相互,米子署,133.2662295,35.49509403
全事故,鳥取市緑ヶ丘１丁目,2015/4/23,普通貨物×軽乗用,軽傷事故,車両相互,鳥取署,134.2138671,35.50004128
全事故,鳥取市気高町浜村,2015/4/23,普通乗用×普通乗用,軽傷事故,車両相互,浜村署,134.0555242,35.5183618
全事故,米子市彦名町,2015/4/23,軽乗用×自転車,軽傷事故,車両相互,米子署,133.2966537,35.44480434
全事故,鳥取市南隈,2015/4/24,軽乗用×軽乗用,軽傷事故,車両相互,鳥取署,134.1993656,35.51965538
全事故,東伯郡湯梨浜町長和田,2015/4/24,中型乗用×軽乗用,軽傷事故,車両相互,倉吉署,133.8768121,35.4606733
全事故,米子市西福原2丁目,2015/4/24,軽乗用×軽貨物,軽傷事故,車両相互,米子署,133.3392502,35.4402183
全事故,鳥取市気高町八束水,2015/4/25,軽乗用×軽乗用×普通乗用,軽傷事故,車両相互,浜村署,134.0295678,35.5181328
全事故,米子市西福原８丁目,2015/4/26,軽乗用×軽乗用,軽傷事故,車両相互,米子署,133.341404,35.45517171
全事故,境港市清水町,2015/4/26,軽乗用×歩行者,重傷事故,人対車両,境港署,133.2195854,35.53975305
全事故,倉吉市上井,2015/4/28,普通乗用×軽貨物,重傷事故,車両相互,倉吉署,133.8448615,35.45305739
全事故,米子市両三柳,2015/4/28,軽貨物×歩行者,軽傷事故,人対車両,米子署,133.321452,35.44969
全事故,倉吉市山根,2015/4/29,自転車×軽乗用,軽傷事故,車両相互,倉吉署,133.8476656,35.44940788
全事故,米子市東福原二丁目,2015/4/29,普通乗用×自転車,軽傷事故,車両相互,米子署,133.342017,35.43937437
全事故,西伯郡日吉津村日吉津,2015/4/29,普通乗用×軽乗用×普通乗用,軽傷事故,車両相互,米子署,133.3879681,35.4522617
全事故,境港市相生町,2015/4/29,自転車×相手なし,軽傷事故,車両単独,境港署,133.2318238,35.54776738
全事故,倉吉市西倉吉町,2015/4/30,軽乗用×軽乗用×軽乗用,軽傷事故,車両相互,倉吉署,133.8084573,35.42943059
全事故,東伯郡北栄町東園,2015/4/30,軽乗用×軽乗用,軽傷事故,車両相互,倉吉署,133.7853546,35.48707279
全事故,倉吉市山根,2015/4/30,軽乗用×普通乗用,軽傷事故,車両相互,倉吉署,133.8494153,35.44943637
全事故,米子市両三柳,2015/4/30,普通乗用×軽乗用×軽貨物,重傷事故,車両相互,米子署,133.3148088,35.45359348
全事故,鳥取市栄町,2015/5/1,普通乗用×自転車,軽傷事故,車両相互,鳥取署,134.2295809,35.49748785
全事故,倉吉市堺町3丁目,2015/5/1,軽乗用×普通乗用,重傷事故,車両相互,倉吉署,133.8252881,35.43476454
全事故,境港市渡町,2015/5/1,軽乗用×軽乗用,軽傷事故,車両相互,境港署,133.2148817,35.51869364
全事故,八頭郡智頭町山根,2015/5/2,普通乗用×普通乗用,軽傷事故,車両相互,智頭署,134.2295567,35.25463421
全事故,東伯郡三朝町大字木地山,2015/5/3,軽乗用×大型貨物,死亡事故,車両相互,倉吉署,133.9005356,35.3156986
全事故,境港市三軒屋町,2015/5/3,普通乗用×軽乗用,軽傷事故,車両相互,境港署,133.2322401,35.50608676
全事故,境港市中野町,2015/5/3,軽乗用×軽乗用,軽傷事故,車両相互,境港署,133.2383701,35.53262826
全事故,岩美郡岩美町大字洗井,2015/5/5,軽乗用×相手なし,重傷事故,車両単独,鳥取署,134.3968393,35.51471937
全事故,東伯郡北栄町西園,2015/5/5,軽乗用×軽乗用×普通乗用,重傷事故,車両相互,倉吉署,133.7712725,35.49876429
全事故,米子市観音寺,2015/5/6,普通乗用×軽乗用,軽傷事故,車両相互,高速隊,133.3663165,35.41806198
全事故,日野郡江府町大字佐川,2015/5/7,軽乗用×軽貨物,軽傷事故,車両相互,黒坂署,133.4713505,35.30023815
全事故,鳥取市正蓮寺,2015/5/8,軽乗用×軽乗用,軽傷事故,車両相互,鳥取署,134.2457269,35.47256994
全事故,鳥取市安長,2015/5/8,軽乗用×軽貨物×軽乗用,軽傷事故,車両相互,鳥取署,134.209025,35.5126111
全事故,倉吉市河原町,2015/5/8,軽乗用×軽貨物,軽傷事故,車両相互,倉吉署,133.8106566,35.43018818
全事故,鳥取市桂木,2015/5/9,普通乗用×物件等,重傷事故,車両単独,鳥取署,134.249441,35.45782211
全事故,米子市祇園町２丁目,2015/5/9,普通乗用×歩行者,軽傷事故,人対車両,米子署,133.3249837,35.41790897
全事故,米子市流通町,2015/5/10,軽貨物×歩行者,死亡事故,人対車両,米子署,133.3969457,35.43278311
全事故,鳥取市湖山町東１丁目,2015/5/11,軽乗用×普通乗用,軽傷事故,車両相互,鳥取署,134.1835753,35.5176726
全事故,八頭郡八頭町郡家,2015/5/11,軽乗用×普通乗用,軽傷事故,車両相互,郡家署,134.254703,35.41250193
全事故,米子市陰田町,2015/5/11,軽乗用×自転車,重傷事故,車両相互,米子署,133.33166,35.41371081
全事故,境港市美保町,2015/5/11,軽乗用×軽乗用×軽乗用,軽傷事故,車両相互,境港署,133.2443437,35.51908559
全事故,米子市河崎,2015/5/12,軽乗用×普通乗用×普通乗用,軽傷事故,車両相互,米子署,133.3111403,35.46413793
全事故,境港市花町,2015/5/13,普通乗用×物件等×道路上の歩行者以外の人,軽傷事故,車両単独,境港署,133.2405818,35.54763681
全事故,鳥取市商栄町,2015/5/14,普通乗用×普通乗用,軽傷事故,車両相互,鳥取署,134.2083101,35.51272071
全事故,鳥取市南栄町,2015/5/14,普通乗用×軽貨物,軽傷事故,車両相互,鳥取署,134.2430477,35.45783488
全事故,鳥取市里仁,2015/5/14,軽乗用×自転車,軽傷事故,車両相互,鳥取署,134.1895071,35.50684825
全事故,米子市淀江町淀江,2015/5/14,普通乗用×歩行者,軽傷事故,人対車両,米子署,133.4276459,35.45566277
全事故,鳥取市掛出町,2015/5/15,普通乗用×軽貨物,軽傷事故,車両相互,鳥取署,134.2382866,35.50072346
全事故,倉吉市西倉吉町,2015/5/16,軽貨物×普通乗用,軽傷事故,車両相互,倉吉署,133.8080411,35.42927037
全事故,倉吉市山根,2015/5/16,軽乗用×軽乗用,軽傷事故,車両相互,倉吉署,133.8493392,35.45134982
全事故,米子市西福原八丁目,2015/5/16,軽乗用×軽貨物×軽乗用,軽傷事故,車両相互,米子署,133.3414861,35.45516658
全事故,米子市西福原六丁目,2015/5/16,普通乗用×普通乗用,軽傷事故,車両相互,米子署,133.3421919,35.44902354
全事故,東伯郡湯梨浜町はわい長瀬,2015/5/17,普通乗用×軽乗用,軽傷事故,車両相互,倉吉署,133.863913,35.49020509
全事故,西伯郡大山町安原,2015/5/17,軽乗用×軽乗用,軽傷事故,車両相互,八橋署,133.4386268,35.4609349
全事故,米子市西福原,2015/5/17,軽貨物×普通乗用,軽傷事故,車両相互,米子署,133.339912,35.43764756
全事故,鳥取市南隈,2015/5/18,軽乗用×自転車,軽傷事故,車両相互,鳥取署,134.2002459,35.52182952
全事故,鳥取市富安１丁目,2015/5/19,普通乗用×普通乗用,軽傷事故,車両相互,鳥取署,134.2245145,35.49101312
全事故,鳥取市天神町,2015/5/19,軽乗用×自転車,軽傷事故,車両相互,鳥取署,134.2228174,35.49267153
全事故,鳥取市南隈,2015/5/20,普通乗用×軽乗用,軽傷事故,車両相互,鳥取署,134.2078932,35.519764
全事故,鳥取市気高町八束水,2015/5/20,普通貨物×普通乗用×普通乗用,軽傷事故,車両相互,浜村署,134.028489,35.51826966
全事故,西伯郡日吉津村大字富吉,2015/5/20,軽乗用×軽乗用,軽傷事故,車両相互,米子署,133.3790113,35.4462726
全事故,鳥取市用瀬町鷹狩,2015/5/21,軽乗用×軽乗用,軽傷事故,車両相互,智頭署,134.2055026,35.35384993
全事故,鳥取市気高町北浜2丁目,2015/5/21,大型貨物×大型貨物,軽傷事故,車両相互,浜村署,134.0455433,35.51786228
全事故,米子市西福原六丁目,2015/5/21,軽乗用×自転車,軽傷事故,車両相互,米子署,133.3431043,35.44877753
全事故,鳥取市湖山町西４丁目,2015/5/22,普通乗用×軽貨物,軽傷事故,車両相互,鳥取署,134.1736261,35.52397922
全事故,倉吉市東昭和町,2015/5/23,普通乗用×軽乗用,軽傷事故,車両相互,倉吉署,133.8413817,35.43750815
全事故,西伯郡伯耆町宮原,2015/5/24,普通乗用×普通乗用,軽傷事故,車両相互,高速隊,133.4469219,35.33231054
全事故,倉吉市下田中,2015/5/29,普通乗用×普通乗用,軽傷事故,車両相互,倉吉署,133.8427796,35.43288454
死亡事故,東伯郡三朝町大字木地山,2015/5/3,軽乗用×大型貨物,死亡事故,車両相互,倉吉署,133.9005356,35.3156986
死亡事故,米子市流通町,2015/5/10,軽貨物×歩行者,死亡事故,人対車両,米子署,133.3969457,35.43278311
自転車事故,倉吉市山根,2015/4/29,自転車×軽乗用,軽傷事故,車両相互,倉吉署,133.8476656,35.44940788
自転車事故,倉吉市堺町2丁目,2015/4/14,自転車×普通貨物,軽傷事故,車両相互,倉吉署,133.8266526,35.43314778
自転車事故,境港市相生町,2015/4/29,自転車×相手なし,軽傷事故,車両単独,境港署,133.2318238,35.54776738
自転車事故,鳥取市宮長,2015/4/3,軽乗用×自転車,重傷事故,車両相互,鳥取署,134.225247,35.47511097
自転車事故,鳥取市永楽温泉町,2015/4/13,軽乗用×自転車,軽傷事故,車両相互,鳥取署,134.2300475,35.49403238
自転車事故,鳥取市栄町,2015/5/1,普通乗用×自転車,軽傷事故,車両相互,鳥取署,134.2295809,35.49748785
自転車事故,鳥取市南隈,2015/5/18,軽乗用×自転車,軽傷事故,車両相互,鳥取署,134.2002459,35.52182952
自転車事故,鳥取市天神町,2015/5/19,軽乗用×自転車,軽傷事故,車両相互,鳥取署,134.2228174,35.49267153
自転車事故,鳥取市里仁,2015/5/14,軽乗用×自転車,軽傷事故,車両相互,鳥取署,134.1895071,35.50684825
自転車事故,米子市東福原二丁目,2015/4/29,普通乗用×自転車,軽傷事故,車両相互,米子署,133.342017,35.43937437
自転車事故,米子市上福原,2015/2/3,普通乗用×自転車,軽傷事故,車両相互,米子署,133.3611667,35.44063212
自転車事故,米子市両三柳,2015/4/9,普通乗用×自転車,軽傷事故,車両相互,米子署,133.3236141,35.44848188
自転車事故,米子市彦名町,2015/4/23,軽乗用×自転車,軽傷事故,車両相互,米子署,133.2966537,35.44480434
自転車事故,米子市西福原六丁目,2015/5/21,軽乗用×自転車,軽傷事故,車両相互,米子署,133.3431043,35.44877753
自転車事故,米子市陰田町,2015/5/11,軽乗用×自転車,重傷事故,車両相互,米子署,133.33166,35.41371081
歩行者事故,鳥取市叶,2015/4/8,軽乗用×歩行者,重傷事故,人対車両,鳥取署,134.2177288,35.47780199
歩行者事故,鳥取市戎町,2015/4/8,普通乗用×歩行者,重傷事故,人対車両,鳥取署,134.2313817,35.49789967
歩行者事故,米子市流通町,2015/5/10,軽貨物×歩行者,死亡事故,人対車両,米子署,133.3969457,35.43278311
歩行者事故,米子市淀江町淀江,2015/5/14,普通乗用×歩行者,軽傷事故,人対車両,米子署,133.4276459,35.45566277
歩行者事故,米子市両三柳,2015/4/28,軽貨物×歩行者,軽傷事故,人対車両,米子署,133.321452,35.44969
歩行者事故,米子市祇園町２丁目,2015/5/9,普通乗用×歩行者,軽傷事故,人対車両,米子署,133.3249837,35.41790897
歩行者事故,境港市清水町,2015/4/26,軽乗用×歩行者,重傷事故,人対車両,境港署,133.2195854,35.53975305
全事故,鳥取市古海,2015/3/28,普通乗用×軽乗用,軽傷事故,車両相互,鳥取署,134.2044927,35.49558135
全事故,鳥取市富安2丁目,2015/4/21,軽貨物×軽乗用×軽乗用×軽乗用,軽傷事故,車両相互,鳥取署,134.2290329,35.4892456
全事故,鳥取市安長,2015/4/23,普通乗用×普通貨物,軽傷事故,車両相互,鳥取署,134.2066004,35.51292322
全事故,鳥取市用瀬町安蔵,2015/4/25,普通乗用×物件等,軽傷事故,車両単独,智頭署,134.1931124,35.31542895
全事故,倉吉市宮川町二丁目,2015/5/3,軽乗用×軽乗用,軽傷事故,車両相互,倉吉署,133.8317365,35.43354191
全事故,米子市上福原二丁目,2015/5/3,普通乗用×軽乗用,軽傷事故,車両相互,米子署,133.3598463,35.4427673
全事故,西伯郡伯耆町久古,2015/5/6,普通乗用×特殊車,重傷事故,車両相互,黒坂署,133.4324999,35.3858976
全事故,鳥取市五反田町,2015/5/13,普通貨物×自転車,軽傷事故,車両相互,鳥取署,134.2009475,35.50979934
全事故,鳥取市気高町八幡,2015/5/13,自転車×相手なし,重傷事故,車両単独,浜村署,134.0404894,35.50964967
全事故,西伯郡大山町平木,2015/5/13,軽貨物×軽貨物,軽傷事故,車両相互,八橋署,133.472206,35.47465
全事故,米子市東山町,2015/5/14,軽乗用×軽乗用,軽傷事故,車両相互,米子署,133.3513275,35.42995705
全事故,境港市新屋町,2015/5/16,普通貨物×普通乗用×普通乗用,軽傷事故,車両相互,境港署,133.2498868,35.51491141
全事故,鳥取市祢宜谷,2015/5/17,軽乗用×自転車,軽傷事故,車両相互,鳥取署,134.2566604,35.43630829
全事故,米子市両三柳,2015/5/17,対象外当事者×歩行者,軽傷事故,人対車両,米子署,133.3235049,35.46102602
全事故,境港市新屋町,2015/5/18,軽乗用×軽乗用,重傷事故,車両相互,境港署,133.2329399,35.5116793
全事故,鳥取市立川町５丁目,2015/5/19,軽乗用×自転車,重傷事故,車両相互,鳥取署,134.2499506,35.48911291
全事故,西伯郡伯耆町溝口,2015/5/20,軽貨物×軽乗用,軽傷事故,車両相互,黒坂署,133.4369894,35.34447932
全事故,鳥取市徳尾,2015/5/22,普通乗用×歩行者,重傷事故,人対車両,鳥取署,134.1985699,35.5020858
全事故,米子市大篠津町,2015/5/22,軽乗用×軽貨物,軽傷事故,車両相互,米子署,133.2661062,35.49518435
全事故,西伯郡伯耆町清原,2015/5/24,普通乗用×普通乗用,軽傷事故,車両相互,高速隊,133.4512702,35.36487216
全事故,米子市富益町,2015/5/24,軽乗用×普通乗用,軽傷事故,車両相互,米子署,133.2908846,35.47840993
全事故,八頭郡八頭町宮谷,2015/5/29,自転車×軽乗用,重傷事故,車両相互,郡家署,134.2565576,35.41707646
全事故,倉吉市下福田,2015/5/29,普通乗用×軽貨物,軽傷事故,車両相互,倉吉署,133.7628622,35.4303535
全事故,東伯郡湯梨浜町田後,2015/5/29,普通乗用×自転車,軽傷事故,車両相互,倉吉署,133.8543336,35.4824842
全事故,鳥取市上味野,2015/5/30,軽乗用×普通乗用,軽傷事故,車両相互,高速隊,134.1937361,35.45711831
全事故,鳥取市吉方温泉３丁目,2015/5/30,普通乗用×軽乗用,軽傷事故,車両相互,鳥取署,134.2325224,35.49217339
全事故,鳥取市大杙,2015/5/30,軽乗用×自転車,重傷事故,車両相互,鳥取署,134.2447976,35.48614969
全事故,米子市兼久,2015/5/30,普通乗用×軽乗用,軽傷事故,車両相互,米子署,133.3616636,35.40908396
全事故,米子市夜見町,2015/5/30,普通乗用×軽乗用,軽傷事故,車両相互,米子署,133.3060218,35.47047137
全事故,八頭郡智頭町大字中原,2015/6/19,大型貨物×大型貨物,軽傷事故,車両相互,高速隊,134.2887652,35.23665073
全事故,米子市角盤町二丁目,2015/6/19,普通乗用×軽乗用,軽傷事故,車両相互,米子署,133.3328773,35.43233902
全事故,東伯郡琴浦町大字三保,2015/6/11,普通乗用×物件等,重傷事故,車両単独,高速隊,133.688052,35.48506191
全事故,鳥取市栄町,2014/9/10,普通乗用×自転車,重傷事故,車両相互,鳥取署,134.2292686,35.497019
全事故,鳥取市千代水2丁目,2015/5/27,普通乗用×軽乗用,軽傷事故,車両相互,鳥取署,134.1995394,35.51367995
全事故,倉吉市西倉吉町,2015/5/27,軽貨物×軽乗用,軽傷事故,車両相互,倉吉署,133.805323,35.42869859
全事故,東伯郡琴浦町八幡,2015/5/27,軽貨物×歩行者,重傷事故,人対車両,八橋署,133.626808,35.51077863
全事故,米子市西福原六丁目,2015/5/27,普通乗用×軽乗用,軽傷事故,車両相互,米子署,133.3385636,35.4501333
全事故,米子市両三柳,2015/5/27,軽乗用×自転車,軽傷事故,車両相互,米子署,133.3227989,35.44682203
全事故,西伯郡日吉津村大字日吉津,2015/5/27,軽貨物×軽乗用,軽傷事故,車両相互,米子署,133.382865,35.44604501
全事故,西伯郡伯耆町溝口,2015/5/27,軽乗用×普通乗用,軽傷事故,車両相互,黒坂署,133.4326061,35.35072335
全事故,岩美郡岩美町大字牧谷,2015/6/3,軽乗用×軽乗用,軽傷事故,車両相互,鳥取署,134.3329038,35.59071745
全事故,東伯郡北栄町江北,2015/6/3,普通乗用×普通乗用,軽傷事故,車両相互,倉吉署,133.8333731,35.48205637
全事故,東伯郡北栄町田井,2015/6/3,軽乗用×軽乗用,軽傷事故,車両相互,倉吉署,133.8222875,35.4817637
全事故,鳥取市立川町6丁目,2015/6/2,軽乗用×自転車,軽傷事故,車両相互,鳥取署,134.2500466,35.48823925
全事故,鳥取市伏野,2015/6/2,普通貨物×普通乗用,軽傷事故,車両相互,鳥取署,134.1397288,35.52717788
全事故,米子市陰田町,2015/6/2,中型貨物×普通乗用×軽貨物×普通乗用×普通乗用×中型貨物,軽傷事故,車両相互,米子署,133.3236034,35.41093108
全事故,鳥取市片原４丁目,2015/6/8,軽貨物×自転車,軽傷事故,車両相互,鳥取署,134.2297023,35.5041512
全事故,鳥取市伏野,2015/6/8,中型貨物×普通貨物×普通乗用×普通貨物,軽傷事故,車両相互,鳥取署,134.1382271,35.52673792
全事故,米子市目久美町,2015/6/8,軽乗用×普通乗用,軽傷事故,車両相互,米子署,133.3377743,35.41865925
全事故,鳥取市古海,2015/6/13,軽乗用×自転車,軽傷事故,車両相互,鳥取署,134.2037457,35.49126273
全事故,鳥取市秋里,2015/6/13,自動二輪×普通乗用,軽傷事故,車両相互,鳥取署,134.2120582,35.51991637
全事故,鳥取市吉成,2015/6/13,普通乗用×歩行者,軽傷事故,人対車両,鳥取署,134.22722,35.48214359
全事故,東伯郡湯梨浜町大字門田,2015/6/13,普通乗用×軽乗用,軽傷事故,車両相互,倉吉署,133.8722395,35.45885816
全事故,東伯郡北栄町田井,2015/6/13,普通乗用×軽乗用,軽傷事故,車両相互,倉吉署,133.8217272,35.4797916
全事故,鳥取市桜谷,2015/6/9,軽乗用×普通乗用,軽傷事故,車両相互,鳥取署,134.254656,35.47296531
全事故,鳥取市南吉方3丁目,2015/6/9,普通乗用×歩行者,軽傷事故,人対車両,鳥取署,134.2404654,35.4872817
全事故,倉吉市横田,2015/6/9,軽貨物×軽貨物,軽傷事故,車両相互,倉吉署,133.7817981,35.41892203
全事故,倉吉市下米積,2015/6/9,普通乗用×普通乗用,軽傷事故,車両相互,倉吉署,133.7716585,35.42122661
全事故,米子市上福原,2015/6/9,軽乗用×軽乗用,軽傷事故,車両相互,米子署,133.3614351,35.44078585
全事故,境港市渡町,2015/6/9,対象外当事者×軽貨物,軽傷事故,車両相互,境港署,133.2133354,35.52256844
全事故,鳥取市覚寺,2015/6/17,普通乗用×軽乗用,軽傷事故,車両相互,鳥取署,134.2389976,35.52405649
全事故,米子市二本木,2015/6/17,軽乗用×普通乗用,軽傷事故,車両相互,米子署,133.390359,35.44181049
全事故,鳥取市千代水３丁目,2015/6/20,普通乗用×自転車,軽傷事故,車両相互,鳥取署,134.2024989,35.5191236
全事故,米子市錦町1丁目76　先路上,2015/6/20,軽乗用×普通乗用,軽傷事故,車両相互,米子署,133.3334501,35.43361815
全事故,鳥取市安長,2015/6/21,普通乗用×自転車,軽傷事故,車両相互,鳥取署,134.2079138,35.51272289
全事故,東伯郡三朝町大字三朝,2015/6/21,軽乗用×軽乗用,軽傷事故,車両相互,倉吉署,133.8960077,35.40773602
全事故,米子市西町,2015/6/21,軽乗用×軽乗用×普通乗用,軽傷事故,車両相互,米子署,133.3272593,35.42873774
全事故,米子市道笑町4丁目,2015/6/21,普通乗用×軽乗用,軽傷事故,車両相互,米子署,133.3474264,35.42510559
全事故,西伯郡伯耆町吉長,2015/6/21,軽貨物×物件等,死亡事故,車両単独,黒坂署,133.4097491,35.38287857
全事故,鳥取市西町3丁目,2015/6/24,普通乗用×歩行者,軽傷事故,人対車両,鳥取署,134.2331917,35.50548235
全事故,米子市皆生五丁目,2015/6/24,普通乗用×普通乗用,軽傷事故,車両相互,米子署,133.3615984,35.45037583
全事故,鳥取市青谷町青谷,2015/5/26,軽乗用×原付車,重傷事故,車両相互,浜村署,133.997926,35.51732086
全事故,西伯郡南部町境,2015/5/26,普通乗用×普通乗用,軽傷事故,車両相互,米子署,133.3464731,35.37962782
全事故,東伯郡北栄町国坂,2015/6/1,普通乗用×軽乗用,軽傷事故,車両相互,倉吉署,133.8252831,35.48211358
全事故,東伯郡湯梨浜町田後,2015/5/31,普通乗用×自転車,軽傷事故,車両相互,倉吉署,133.8595091,35.4824485
全事故,米子市旗ヶ崎七丁目,2015/5/31,軽乗用×普通乗用,軽傷事故,車両相互,米子署,133.3104895,35.44089175
全事故,倉吉市昭和町１丁目,2015/6/10,普通乗用×自転車,軽傷事故,車両相互,倉吉署,133.8352565,35.43386947
全事故,倉吉市巌城,2015/6/7,普通乗用×軽乗用,軽傷事故,車両相互,倉吉署,133.8267105,35.44847841
全事故,東伯郡北栄町弓原,2015/6/7,普通乗用×軽貨物,重傷事故,車両相互,倉吉署,133.8149914,35.4986882
全事故,東伯郡三朝町大字福本,2015/6/14,自動二輪×物件等,重傷事故,車両単独,倉吉署,133.7970785,35.31254439
全事故,境港市竹内団地,2015/6/14,軽乗用×軽乗用,重傷事故,車両相互,境港署,133.254197,35.52005195
全事故,倉吉市耳,2015/5/25,軽乗用×軽貨物,軽傷事故,車両相互,倉吉署,133.7716552,35.37449826
全事故,米子市両三柳,2015/5/25,普通乗用×普通乗用,軽傷事故,車両相互,米子署,133.3178359,35.4615912
全事故,西伯郡大山町石井垣,2015/6/16,軽乗用×軽乗用,重傷事故,車両相互,八橋署,133.5902118,35.51025115
全事故,米子市灘町二丁目,2015/6/16,軽乗用×普通乗用,軽傷事故,車両相互,米子署,133.3250364,35.43437607
全事故,米子市夜見町,2014/6/27,軽乗用×自転車,軽傷事故,車両相互,米子署,133.3036205,35.46344726
全事故,米子市陰田町,2015/5/28,普通乗用×普通乗用,軽傷事故,車両相互,米子署,133.3209646,35.41247071
全事故,米子市角盤町２丁目,2015/5/28,軽乗用×軽乗用,軽傷事故,車両相互,米子署,133.3334084,35.43286243
全事故,米子市両三柳,2015/5/28,軽乗用×軽乗用,軽傷事故,車両相互,米子署,133.3319107,35.45742865
全事故,米子市西福原六丁目,2015/6/4,普通乗用×普通乗用,軽傷事故,車両相互,米子署,133.3432435,35.44766493
全事故,米子市福市,2015/6/5,普通乗用×軽乗用,軽傷事故,車両相互,米子署,133.3657412,35.40594802
全事故,米子市皆生新田２丁目,2015/6/12,普通乗用×軽乗用,軽傷事故,車両相互,米子署,133.3698408,35.44863657
全事故,米子市旗ヶ崎六丁目,2015/5/4,軽乗用×自動二輪,軽傷事故,車両相互,米子署,133.3101571,35.43815949
全事故,米子市米原7丁目,2015/6/18,軽乗用×軽乗用,軽傷事故,車両相互,米子署,133.3321921,35.44406383
全事故,米子市両三柳,2015/6/23,軽乗用×軽乗用,軽傷事故,車両相互,米子署,133.336086,35.45822663
全事故,米子市三本松三丁目,2015/6/25,普通乗用×原付車,軽傷事故,車両相互,米子署,133.3224443,35.44504815
死亡事故,西伯郡伯耆町吉長,2015/6/21,軽貨物×物件等,死亡事故,車両単独,黒坂署,133.4097491,35.38287857
自転車事故,鳥取市祢宜谷,2015/5/17,軽乗用×自転車,軽傷事故,車両相互,鳥取署,134.2566604,35.43630829
自転車事故,鳥取市立川町５丁目,2015/5/19,軽乗用×自転車,重傷事故,車両相互,鳥取署,134.2499506,35.48911291
自転車事故,鳥取市立川町6丁目,2015/6/2,軽乗用×自転車,軽傷事故,車両相互,鳥取署,134.2500466,35.48823925
自転車事故,鳥取市片原４丁目,2015/6/8,軽貨物×自転車,軽傷事故,車両相互,鳥取署,134.2297023,35.5041512
自転車事故,鳥取市五反田町,2015/5/13,普通貨物×自転車,軽傷事故,車両相互,鳥取署,134.2009475,35.50979934
